URL,Tweet Content
https://twitter.com/ujiiiiiiii2/status/1417217956346417163,"“♡ Onetweet Minyoon 🐥🐱 ♡

#Minyoon #Minyoonau #jimsu”"
https://twitter.com/ujiiiiiiii2/status/1417218001653288970,"“♡ Twotweet Minyoon 🐥🐱 ♡

#Minyoon #minyoonau”"
https://twitter.com/ujiiiiiiii2/status/1417218014093594640,“Fin 💙”
https://twitter.com/ujiiiiiiii2/status/1417219570390093839,“• 10”
https://twitter.com/ujiiiiiiii2/status/1417221168172437507,“🐱❁❀✿✾”
https://twitter.com/ujiiiiiiii2/status/1417225856225710083,“https://t.co/3JFYlSgXU8”
https://twitter.com/ujiiiiiiii2/status/1417226796769021962,“look like parents ㅠㅠ”
https://twitter.com/ujiiiiiiii2/status/1417226908308148249,“https://t.co/LR5vAsbdqh”
https://twitter.com/ujiiiiiiii2/status/1417226970136383520,“https://t.co/KR5sIsM5TM”
https://twitter.com/ujiiiiiiii2/status/1417229348826845184,"“#suga
🐱✌🏻....ㅋ”"
https://twitter.com/ujiiiiiiii2/status/1417229721650307076,"“[#문별]

우리 무무 여러분 잠시 후 9시
지루한 월요일을 시원하게
날려줄 별이의 네이버 나우
'studio 문나잇' 함께해요💛

#마마무 #MoonByul #studio문나잇”"
https://twitter.com/ujiiiiiiii2/status/1417241330351149076,Failed to retrieve tweet content
https://twitter.com/ujiiiiiiii2/status/1417242765415436288,“MIN YOONGI YOU CAN’T BE REAL”
https://twitter.com/ujiiiiiiii2/status/1417243005040291851,“#YOONGI pose! https://t.co/dtBfxpi7mT”
https://twitter.com/ujiiiiiiii2/status/1417625303006867457,"“• Minyoon AU

[ Vending Machine ]

Mereka bertemu berkat sekaleng soda, yang Jimin beli di satu malam yang dingin.”"
https://twitter.com/ujiiiiiiii2/status/1417626099538751490,“• 10”
https://twitter.com/ujiiiiiiii2/status/1417627265878294532,“telat hebohnya”
https://twitter.com/ujiiiiiiii2/status/1417633054835699716,"“NGEBAYANGIN MEREKA DUET ADA SCENE KEK GINI TRUS KISSEU
HSHSHSHS MASIH PAGI DAH KOTOR ㅠㅠ”"
